Gene ID	source_id	Input Ortholog(s)	
PF3D7_1329100	PF3D7_1329100.1	PBANKA_1344100	
PF3D7_1329200	PF3D7_1329200.1	PBANKA_1344200	
PF3D7_1329300	PF3D7_1329300.1	PBANKA_1344300	
PF3D7_1329400	PF3D7_1329400.1	PBANKA_1344400	
PF3D7_1329500	PF3D7_1329500.1	PBANKA_1344500	
PF3D7_1329700	PF3D7_1329700.1	PBANKA_1344700	
PF3D7_1329800	PF3D7_1329800.1	PBANKA_1344800	
PF3D7_1329900	PF3D7_1329900.1	PBANKA_1344900	
PF3D7_1330000	PF3D7_1330000.2	PBANKA_1345000	
PF3D7_1330000	PF3D7_1330000.1	PBANKA_1345000	
PF3D7_1330100	PF3D7_1330100.1	PBANKA_1345100	
PF3D7_1330200	PF3D7_1330200.1	PBANKA_1345200	
PF3D7_1330300	PF3D7_1330300.1	PBANKA_1345300	
PF3D7_1330400	PF3D7_1330400.2	PBANKA_1345400	
PF3D7_1330400	PF3D7_1330400.1	PBANKA_1345400	
PF3D7_1330500	PF3D7_1330500.1	PBANKA_1345500	
PF3D7_1330600	PF3D7_1330600.1	PBANKA_1345600	
PF3D7_1330700	PF3D7_1330700.1	PBANKA_1345700	
PF3D7_1331000	PF3D7_1331000.1	PBANKA_1345900	
PF3D7_1331100	PF3D7_1331100.1	PBANKA_1346000	
PF3D7_1331200	PF3D7_1331200.1	PBANKA_1346100	
PF3D7_1331300	PF3D7_1331300.1	PBANKA_1346200	
PF3D7_1331400	PF3D7_1331400.1	PBANKA_1346300	
PF3D7_1331600	PF3D7_1331600.1	PBANKA_1346500	
PF3D7_1331700	PF3D7_1331700.1	PBANKA_1346600	
PF3D7_1331800	PF3D7_1331800.1	PBANKA_1346700	
PF3D7_1332000	PF3D7_1332000.1	PBANKA_1346800	
PF3D7_1332100	PF3D7_1332100.1	PBANKA_1346900	
PF3D7_1332300	PF3D7_1332300.1	PBANKA_1347100	
PF3D7_1332400	PF3D7_1332400.1	PBANKA_1347200	
PF3D7_1332500	PF3D7_1332500.1	PBANKA_1347300	
PF3D7_1332600	PF3D7_1332600.1	PBANKA_1347400	
PF3D7_1332700	PF3D7_1332700.1	PBANKA_1347500	
PF3D7_1332800	PF3D7_1332800.1	PBANKA_1347600	
PF3D7_1332900	PF3D7_1332900.1	PBANKA_1347700	
PF3D7_1333000	PF3D7_1333000.1	PBANKA_1347800	
PF3D7_1333200	PF3D7_1333200.1	PBANKA_1347900	
PF3D7_1333300	PF3D7_1333300.1	PBANKA_1348000	
PF3D7_1333400	PF3D7_1333400.1	PBANKA_1348100	
PF3D7_1333500	PF3D7_1333500.1	PBANKA_1348200	
PF3D7_1333700	PF3D7_1333700.1	PBANKA_1348400	
PF3D7_1333800	PF3D7_1333800.1	PBANKA_1348500	
PF3D7_1333900	PF3D7_1333900.1	PBANKA_1348600	
PF3D7_1334000	PF3D7_1334000.1	PBANKA_1348700	
PF3D7_1334100	PF3D7_1334100.1	PBANKA_1348800	
PF3D7_1334200	PF3D7_1334200.1	PBANKA_1348900	
PF3D7_1334300	PF3D7_1334300.1	PBANKA_1349000,PBANKA_1349100,PBANKA_1349200	
PF3D7_1334400	PF3D7_1334400.1	PBANKA_1349000,PBANKA_1349100,PBANKA_1349200	
PF3D7_1334600	PF3D7_1334600.1	PBANKA_1349000,PBANKA_1349100,PBANKA_1349200	
PF3D7_1334800	PF3D7_1334800.1	PBANKA_1349000,PBANKA_1349100,PBANKA_1349200	
PF3D7_1335100	PF3D7_1335100.1	PBANKA_1349000,PBANKA_1349100,PBANKA_1349200	
PF3D7_1335500	PF3D7_1335500.1	PBANKA_1349400	
PF3D7_1335600	PF3D7_1335600.1	PBANKA_1349500	
PF3D7_1335700	PF3D7_1335700.1	PBANKA_1349600	
PF3D7_1335800	PF3D7_1335800.1	PBANKA_1349700	
PF3D7_1335900	PF3D7_1335900.1	PBANKA_1349800	
PF3D7_1336000	PF3D7_1336000.1	PBANKA_1349900	
PF3D7_1336100	PF3D7_1336100.1	PBANKA_1350000	
PF3D7_1336300	PF3D7_1336300.1	PBANKA_1350200	
PF3D7_1336400	PF3D7_1336400.1	PBANKA_1350300	
PF3D7_1336600	PF3D7_1336600.1	PBANKA_1350400	
PF3D7_1336800	PF3D7_1336800.1	PBANKA_1350600	
PF3D7_1336900	PF3D7_1336900.1	PBANKA_1350700	
PF3D7_1337000	PF3D7_1337000.1	PBANKA_1350800	
PF3D7_1337100	PF3D7_1337100.1	PBANKA_1350900	
PF3D7_1337200	PF3D7_1337200.1	PBANKA_1351000	
PF3D7_1337300	PF3D7_1337300.1	PBANKA_1351100	
PF3D7_1337400	PF3D7_1337400.1	PBANKA_1351200	
PF3D7_1337700	PF3D7_1337700.1	PBANKA_1351400	
PF3D7_1337800	PF3D7_1337800.1	PBANKA_1351500	
PF3D7_1338000	PF3D7_1338000.1	PBANKA_1351700	
PF3D7_1338100	PF3D7_1338100.1	PBANKA_1351800	
PF3D7_1338200	PF3D7_1338200.1	PBANKA_1351900	
PF3D7_1338300	PF3D7_1338300.1	PBANKA_1352000	
PF3D7_1338400	PF3D7_1338400.1	PBANKA_1352100	
PF3D7_1338500	PF3D7_1338500.1	PBANKA_1352200	
PF3D7_1338600	PF3D7_1338600.1	PBANKA_1352300	
PF3D7_1338700	PF3D7_1338700.1	PBANKA_1352400	
PF3D7_1338800	PF3D7_1338800.1	PBANKA_1352500	
PF3D7_1338900	PF3D7_1338900.1	PBANKA_1352600	
PF3D7_1339300	PF3D7_1339300.1	PBANKA_1352700	
PF3D7_1339400	PF3D7_1339400.1	PBANKA_1352800	
PF3D7_1339500	PF3D7_1339500.1	PBANKA_1352900	
PF3D7_1339600	PF3D7_1339600.1	PBANKA_1353000	
PF3D7_1339800	PF3D7_1339800.1	PBANKA_1353200	
PF3D7_1339900	PF3D7_1339900.1	PBANKA_1353300	
PF3D7_1340100	PF3D7_1340100.1	PBANKA_1353500	
PF3D7_1340200	PF3D7_1340200.1	PBANKA_1353600	
PF3D7_1340300	PF3D7_1340300.1	PBANKA_1353700	
PF3D7_1340400	PF3D7_1340400.1	PBANKA_1353800	
PF3D7_1340600	PF3D7_1340600.1	PBANKA_1354000	
PF3D7_1340700	PF3D7_1340700.1	PBANKA_1354100	
PF3D7_1340800	PF3D7_1340800.1	PBANKA_1354200	
PF3D7_1340900	PF3D7_1340900.1	PBANKA_1354300	
PF3D7_1341200	PF3D7_1341200.1	PBANKA_1354400	
PF3D7_1341300	PF3D7_1341300.1	PBANKA_1354500	
PF3D7_1341500	PF3D7_1341500.1	PBANKA_1354600	
PF3D7_1341600	PF3D7_1341600.1	PBANKA_1354700	
PF3D7_1341700	PF3D7_1341700.1	PBANKA_1354800	
PF3D7_1341800	PF3D7_1341800.1	PBANKA_1354900	
PF3D7_1341900	PF3D7_1341900.1	PBANKA_1355000	
PF3D7_1342000	PF3D7_1342000.1	PBANKA_1355100	
PF3D7_1342100	PF3D7_1342100.1	PBANKA_1355200	
PF3D7_1342200	PF3D7_1342200.1	PBANKA_1355300	
PF3D7_1342300	PF3D7_1342300.1	PBANKA_1355400	
PF3D7_1342400	PF3D7_1342400.1	PBANKA_1355500	
PF3D7_1342500	PF3D7_1342500.1	PBANKA_1355600	
PF3D7_1342600	PF3D7_1342600.1	PBANKA_1355700	
PF3D7_1342700	PF3D7_1342700.1	PBANKA_1355800	
PF3D7_1342800	PF3D7_1342800.1	PBANKA_1355900	
PF3D7_1343100	PF3D7_1343100.1	PBANKA_1356100	
PF3D7_1343200	PF3D7_1343200.1	PBANKA_1356200	
PF3D7_1343300	PF3D7_1343300.1	PBANKA_1356300	
PF3D7_1343400	PF3D7_1343400.1	PBANKA_1356400	
PF3D7_1343500	PF3D7_1343500.1	PBANKA_1356500	
PF3D7_1343600	PF3D7_1343600.1	PBANKA_1356600	
PF3D7_1343700	PF3D7_1343700.1	PBANKA_1356700	
PF3D7_1343900	PF3D7_1343900.1	PBANKA_1356900	
PF3D7_1344000	PF3D7_1344000.1	PBANKA_1357000	
PF3D7_1344200	PF3D7_1344200.1	PBANKA_1357200	
PF3D7_1344300	PF3D7_1344300.1	PBANKA_1357300	
PF3D7_1344500	PF3D7_1344500.1	PBANKA_1357400	
PF3D7_1344600	PF3D7_1344600.1	PBANKA_1357500	
PF3D7_1344700	PF3D7_1344700.1	PBANKA_1357600	
PF3D7_1344800	PF3D7_1344800.1	PBANKA_1357700	
PF3D7_1345000	PF3D7_1345000.1	PBANKA_1357900	
PF3D7_1345100	PF3D7_1345100.1	PBANKA_1358000	
PF3D7_1345200	PF3D7_1345200.1	PBANKA_1358100	
PF3D7_1345300	PF3D7_1345300.1	PBANKA_1358200	
PF3D7_1345400	PF3D7_1345400.1	PBANKA_1358300	
PF3D7_1345500	PF3D7_1345500.1	PBANKA_1358400	
PF3D7_1345600	PF3D7_1345600.1	PBANKA_1358500	
PF3D7_1345700	PF3D7_1345700.1	PBANKA_1358600	
PF3D7_1345800	PF3D7_1345800.1	PBANKA_1358700	
PF3D7_1345900	PF3D7_1345900.1	PBANKA_1358800	
PF3D7_1346000	PF3D7_1346000.1	PBANKA_1358900	
PF3D7_1346100	PF3D7_1346100.1	PBANKA_1359000	
PF3D7_1346200	PF3D7_1346200.1	PBANKA_1359100	
PF3D7_1346300	PF3D7_1346300.1	PBANKA_1359200	
PF3D7_1346400	PF3D7_1346400.1	PBANKA_1359300	
PF3D7_1346500	PF3D7_1346500.1	PBANKA_1359400	
PF3D7_1346600	PF3D7_1346600.1	PBANKA_1359500	
PF3D7_1346700	PF3D7_1346700.1	PBANKA_1359600,PBANKA_1359700	
PF3D7_1346800	PF3D7_1346800.1	PBANKA_1359600,PBANKA_1359700	
PF3D7_1347000	PF3D7_1347000.1	PBANKA_1359900	
PF3D7_1347100	PF3D7_1347100.1	PBANKA_1360000	
PF3D7_1347200	PF3D7_1347200.1	PBANKA_1360100	
PF3D7_1347400	PF3D7_1347400.1	PBANKA_1360200	
PF3D7_1347500	PF3D7_1347500.1	PBANKA_1360300	
PF3D7_1347600	PF3D7_1347600.1	PBANKA_1360400	
PF3D7_1347700	PF3D7_1347700.1	PBANKA_1360500	
PF3D7_1347800	PF3D7_1347800.1	PBANKA_1360600	
PF3D7_1348000	PF3D7_1348000.1	PBANKA_1360800	
PF3D7_1348100	PF3D7_1348100.1	PBANKA_1360900	
PF3D7_1348200	PF3D7_1348200.1	PBANKA_1361000	
PF3D7_1348300	PF3D7_1348300.1	PBANKA_1361100	
PF3D7_1348500	PF3D7_1348500.1	PBANKA_1361300	
PF3D7_1348600	PF3D7_1348600.1	PBANKA_1361400	
PF3D7_1348700	PF3D7_1348700.1	PBANKA_1361500	
PF3D7_1348800	PF3D7_1348800.1	PBANKA_1361600	
PF3D7_1348900	PF3D7_1348900.1	PBANKA_1361700	
PF3D7_1349000	PF3D7_1349000.1	PBANKA_1361800	
PF3D7_1349100	PF3D7_1349100.1	PBANKA_1361900	
PF3D7_1349200	PF3D7_1349200.1	PBANKA_1362000	
PF3D7_1349300	PF3D7_1349300.1	PBANKA_1362100	
PF3D7_1349400	PF3D7_1349400.1	PBANKA_1362200	
PF3D7_1349600	PF3D7_1349600.1	PBANKA_1362400	
PF3D7_1349700	PF3D7_1349700.1	PBANKA_1362500	
PF3D7_1349800	PF3D7_1349800.1	PBANKA_1362600	
PF3D7_1349900	PF3D7_1349900.1	PBANKA_1362700	
PF3D7_1350000	PF3D7_1350000.1	PBANKA_1362800	
PF3D7_1350100	PF3D7_1350100.1	PBANKA_1362900	
PF3D7_1350200	PF3D7_1350200.1	PBANKA_1363000	
PF3D7_1350300	PF3D7_1350300.1	PBANKA_1363100	
PF3D7_1350400	PF3D7_1350400.1	PBANKA_1363200	
PF3D7_1350500	PF3D7_1350500.1	PBANKA_1363300	
PF3D7_1350600	PF3D7_1350600.1	PBANKA_1363400	
PF3D7_1350700	PF3D7_1350700.1	PBANKA_1363500	
PF3D7_1350800	PF3D7_1350800.1	PBANKA_1363600	
PF3D7_1350900	PF3D7_1350900.1	PBANKA_1363700	
PF3D7_1351000	PF3D7_1351000.1	PBANKA_1363800	
PF3D7_1351100	PF3D7_1351100.1	PBANKA_1363900	
PF3D7_1351200	PF3D7_1351200.1	PBANKA_1364000	
PF3D7_1351300	PF3D7_1351300.1	PBANKA_1364100	
PF3D7_1351400	PF3D7_1351400.1	PBANKA_1364200	
PF3D7_1351600	PF3D7_1351600.1	PBANKA_1364300	
PF3D7_1351700	PF3D7_1351700.1	PBANKA_1364400	
PF3D7_1351800	PF3D7_1351800.2	PBANKA_1364500	
PF3D7_1351800	PF3D7_1351800.1	PBANKA_1364500	
PF3D7_1351900	PF3D7_1351900.1	PBANKA_1364600	
PF3D7_1352100	PF3D7_1352100.1	PBANKA_1364800	
PF3D7_1352200	PF3D7_1352200.1	PBANKA_1364900	
PF3D7_1352300	PF3D7_1352300.1	PBANKA_1365000	
PF3D7_1352400	PF3D7_1352400.1	PBANKA_1365100	
PF3D7_1352500	PF3D7_1352500.1	PBANKA_1365200	
PF3D7_1352700	PF3D7_1352700.1	PBANKA_1365300	
PF3D7_1352800	PF3D7_1352800.1	PBANKA_1365400	
PF3D7_1353400	PF3D7_1353400.1	PBANKA_1130000	
PF3D7_1353500	PF3D7_1353500.1	PBANKA_1130100	
PF3D7_1353600	PF3D7_1353600.1	PBANKA_1130200	
PF3D7_1353700	PF3D7_1353700.1	PBANKA_1130300	
PF3D7_1353800	PF3D7_1353800.1	PBANKA_1130400	
PF3D7_1353900	PF3D7_1353900.1	PBANKA_1130500	
PF3D7_1354200	PF3D7_1354200.1	PBANKA_1130800	
PF3D7_1354300	PF3D7_1354300.1	PBANKA_1130900	
PF3D7_1354400	PF3D7_1354400.1	PBANKA_1131000	
PF3D7_1354500	PF3D7_1354500.1	PBANKA_1131100	
PF3D7_1354600	PF3D7_1354600.1	PBANKA_1131200	
PF3D7_1354700	PF3D7_1354700.1	PBANKA_1131300	
PF3D7_1354800	PF3D7_1354800.1	PBANKA_1131400	
PF3D7_1354900	PF3D7_1354900.1	PBANKA_1131500	
PF3D7_1355100	PF3D7_1355100.1	PBANKA_1131600	
PF3D7_1355200	PF3D7_1355200.1	PBANKA_1131700	
PF3D7_1355300	PF3D7_1355300.1	PBANKA_1131800	
PF3D7_1355500	PF3D7_1355500.1	PBANKA_1131900	
PF3D7_1355700	PF3D7_1355700.1	PBANKA_1132000	
PF3D7_1355800	PF3D7_1355800.1	PBANKA_1132100	
PF3D7_1355900	PF3D7_1355900.1	PBANKA_1132200	
PF3D7_1356100	PF3D7_1356100.1	PBANKA_1132400	
PF3D7_1356200	PF3D7_1356200.1	PBANKA_1132500	
PF3D7_1356300	PF3D7_1356300.1	PBANKA_1132600	
PF3D7_1356400	PF3D7_1356400.1	PBANKA_1132700	
PF3D7_1356500	PF3D7_1356500.1	PBANKA_1132800	
PF3D7_1356600	PF3D7_1356600.1	PBANKA_1132900	
PF3D7_1356700	PF3D7_1356700.1	PBANKA_1133000	
PF3D7_1356900	PF3D7_1356900.1	PBANKA_1133200	
PF3D7_1357000	PF3D7_1357000.1	PBANKA_1133300,PBANKA_1133400	
PF3D7_1357100	PF3D7_1357100.1	PBANKA_1133300,PBANKA_1133400	
PF3D7_1357200	PF3D7_1357200.1	PBANKA_1133500	
PF3D7_1357300	PF3D7_1357300.1	PBANKA_1133600	
PF3D7_1357500	PF3D7_1357500.1	PBANKA_1133800	
PF3D7_1357600	PF3D7_1357600.1	PBANKA_1133900	
PF3D7_1357700	PF3D7_1357700.1	PBANKA_1134000	
PF3D7_1357800	PF3D7_1357800.1	PBANKA_1134100	
PF3D7_1357900	PF3D7_1357900.1	PBANKA_1134200	
PF3D7_1358000	PF3D7_1358000.1	PBANKA_1134300	
PF3D7_1358300	PF3D7_1358300.1	PBANKA_1134600	
PF3D7_1358400	PF3D7_1358400.1	PBANKA_1134700	
PF3D7_1358500	PF3D7_1358500.1	PBANKA_1134800	
PF3D7_1358700	PF3D7_1358700.1	PBANKA_1135000	
PF3D7_1358800	PF3D7_1358800.1	PBANKA_1135100	
PF3D7_1358900	PF3D7_1358900.1	PBANKA_1135200	
PF3D7_1359000	PF3D7_1359000.1	PBANKA_1135300	
PF3D7_1359100	PF3D7_1359100.1	PBANKA_1135400	
PF3D7_1359200	PF3D7_1359200.1	PBANKA_1135500	
PF3D7_1359300	PF3D7_1359300.1	PBANKA_1135600	
PF3D7_1359400	PF3D7_1359400.1	PBANKA_1135700	
PF3D7_1359700	PF3D7_1359700.1	PBANKA_1135900	
PF3D7_1359800	PF3D7_1359800.1	PBANKA_1136000	
PF3D7_1359900	PF3D7_1359900.1	PBANKA_1136100	
PF3D7_1360000	PF3D7_1360000.1	PBANKA_1136200	
PF3D7_1360100	PF3D7_1360100.1	PBANKA_1136300	
PF3D7_1360200	PF3D7_1360200.1	PBANKA_1136400	
PF3D7_1360300	PF3D7_1360300.1	PBANKA_1136500	
PF3D7_1360400	PF3D7_1360400.1	PBANKA_1136600	
PF3D7_1360500	PF3D7_1360500.1	PBANKA_1136700	
PF3D7_1360700	PF3D7_1360700.1	PBANKA_1136900	
PF3D7_1360800	PF3D7_1360800.1	PBANKA_1137000	
PF3D7_1361000	PF3D7_1361000.1	PBANKA_1137100	
PF3D7_1361100	PF3D7_1361100.1	PBANKA_1137200	
PF3D7_1361300	PF3D7_1361300.1	PBANKA_1137400	
PF3D7_1361400	PF3D7_1361400.1	PBANKA_1137500	
PF3D7_1361600	PF3D7_1361600.1	PBANKA_1137600	
PF3D7_1361700	PF3D7_1361700.1	PBANKA_1137700	
PF3D7_1361800	PF3D7_1361800.1	PBANKA_1137800	
PF3D7_1361900	PF3D7_1361900.1	PBANKA_1137900	
PF3D7_1362000	PF3D7_1362000.1	PBANKA_1138000	
PF3D7_1362100	PF3D7_1362100.1	PBANKA_1138100	
PF3D7_1362200	PF3D7_1362200.1	PBANKA_1138200	
PF3D7_1362300	PF3D7_1362300.1	PBANKA_1138300	
PF3D7_1362400	PF3D7_1362400.1	PBANKA_1138400	
PF3D7_1362500	PF3D7_1362500.1	PBANKA_1138500	
PF3D7_1362600	PF3D7_1362600.1	PBANKA_1138600	
PF3D7_1362800	PF3D7_1362800.1	PBANKA_1138800	
PF3D7_1363000	PF3D7_1363000.1	PBANKA_1139000	
PF3D7_1363100	PF3D7_1363100.1	PBANKA_1139100	
PF3D7_1363200	PF3D7_1363200.1	PBANKA_1139200	
PF3D7_1363300	PF3D7_1363300.1	PBANKA_1139300	
PF3D7_1363400	PF3D7_1363400.1	PBANKA_1139400	
PF3D7_1363500	PF3D7_1363500.1	PBANKA_1139500	
PF3D7_1363600	PF3D7_1363600.1	PBANKA_1139600	
PF3D7_1363700	PF3D7_1363700.1	PBANKA_1139700	
PF3D7_1363800	PF3D7_1363800.1	PBANKA_1139800	
PF3D7_1364000	PF3D7_1364000.1	PBANKA_1140000	
PF3D7_1364300	PF3D7_1364300.1	PBANKA_1140200	
PF3D7_1364500	PF3D7_1364500.1	PBANKA_1140400	
PF3D7_1364600	PF3D7_1364600.1	PBANKA_1140500	
PF3D7_1364800	PF3D7_1364800.1	PBANKA_1140600	
PF3D7_1364900	PF3D7_1364900.1	PBANKA_1140700	
PF3D7_1365000	PF3D7_1365000.1	PBANKA_1140800	
PF3D7_1365100	PF3D7_1365100.1	PBANKA_1140900	
PF3D7_1365200	PF3D7_1365200.1	PBANKA_1141000	
PF3D7_1365400	PF3D7_1365400.1	PBANKA_1141200	
PF3D7_1365500	PF3D7_1365500.1	PBANKA_1141300	
PF3D7_1365600	PF3D7_1365600.1	PBANKA_1141400	
PF3D7_1365700	PF3D7_1365700.1	PBANKA_1141500	
PF3D7_1365800	PF3D7_1365800.1	PBANKA_1141600	
PF3D7_1365900	PF3D7_1365900.1	PBANKA_1141700	
PF3D7_1366000	PF3D7_1366000.1	PBANKA_1141800	
PF3D7_1366100	PF3D7_1366100.1	PBANKA_1141900	
PF3D7_1366200	PF3D7_1366200.1	PBANKA_1142000	
PF3D7_1366300	PF3D7_1366300.1	PBANKA_1142100	
PF3D7_1366500	PF3D7_1366500.1	PBANKA_1142400	
PF3D7_1366600	PF3D7_1366600.1	PBANKA_1142500	
PF3D7_1366800	PF3D7_1366800.1	PBANKA_1142700	
PF3D7_1367000	PF3D7_1367000.1	PBANKA_1142900	
PF3D7_1367100	PF3D7_1367100.1	PBANKA_1143000	
PF3D7_1367200	PF3D7_1367200.1	PBANKA_1143100	
PF3D7_1367300	PF3D7_1367300.1	PBANKA_1143200	
PF3D7_1367400	PF3D7_1367400.1	PBANKA_1143300	
PF3D7_1367500	PF3D7_1367500.1	PBANKA_1143400	
PF3D7_1367600	PF3D7_1367600.1	PBANKA_1143500	
PF3D7_1367700	PF3D7_1367700.1	PBANKA_1143600	
PF3D7_1368000	PF3D7_1368000.1	PBANKA_1143900	
PF3D7_1368100	PF3D7_1368100.1	PBANKA_1144000	
PF3D7_1368200	PF3D7_1368200.1	PBANKA_1144100	
PF3D7_1368300	PF3D7_1368300.1	PBANKA_1144200	
PF3D7_1368400	PF3D7_1368400.1	PBANKA_1144300	
PF3D7_1368500	PF3D7_1368500.1	PBANKA_1144400	
PF3D7_1368600	PF3D7_1368600.1	PBANKA_1144500	
PF3D7_1368700	PF3D7_1368700.1	PBANKA_1144600	
PF3D7_1368800	PF3D7_1368800.1	PBANKA_1144700	
PF3D7_1368900	PF3D7_1368900.1	PBANKA_1144800	
PF3D7_1369000	PF3D7_1369000.1	PBANKA_1144900	
PF3D7_1369300	PF3D7_1369300.1	PBANKA_1145200	
PF3D7_1369400	PF3D7_1369400.1	PBANKA_1145300	
PF3D7_1369600	PF3D7_1369600.1	PBANKA_1145600	
PF3D7_1369700	PF3D7_1369700.1	PBANKA_1145700	
PF3D7_1401800	PF3D7_1401800.1	PBANKA_1040100	
PF3D7_1401900	PF3D7_1401900.1	PBANKA_1040000	
PF3D7_1402000	PF3D7_1402000.1	PBANKA_1039900	
PF3D7_1402100	PF3D7_1402100.1	PBANKA_1039800	
PF3D7_1402200	PF3D7_1402200.1	PBANKA_1039700	
PF3D7_1402300	PF3D7_1402300.1	PBANKA_1039600	
PF3D7_1402400	PF3D7_1402400.1	PBANKA_1039500	
PF3D7_1402500	PF3D7_1402500.1	PBANKA_1039400	
PF3D7_1402700	PF3D7_1402700.1	PBANKA_1039300	
PF3D7_1403000	PF3D7_1403000.1	PBANKA_1039000	
PF3D7_1403100	PF3D7_1403100.1	PBANKA_1038900	
PF3D7_1403300	PF3D7_1403300.1	PBANKA_1038700	
PF3D7_1403400	PF3D7_1403400.1	PBANKA_1038600	
PF3D7_1403500	PF3D7_1403500.1	PBANKA_1022400,PBANKA_1038500	
PF3D7_1403600	PF3D7_1403600.1	PBANKA_1038400	
PF3D7_1403700	PF3D7_1403700.1	PBANKA_1038300	
PF3D7_1404000	PF3D7_1404000.1	PBANKA_1038100	
PF3D7_1404100	PF3D7_1404100.1	PBANKA_1038000	
PF3D7_1404300	PF3D7_1404300.1	PBANKA_1037800	
PF3D7_1404400	PF3D7_1404400.1	PBANKA_1037700	
PF3D7_1404500	PF3D7_1404500.1	PBANKA_1037600	
PF3D7_1404600	PF3D7_1404600.3	PBANKA_1037500	
PF3D7_1404600	PF3D7_1404600.1	PBANKA_1037500	
PF3D7_1404600	PF3D7_1404600.2	PBANKA_1037500	
PF3D7_1404700	PF3D7_1404700.1	PBANKA_1037400	
PF3D7_1404900	PF3D7_1404900.1	PBANKA_1037300	
PF3D7_1405000	PF3D7_1405000.1	PBANKA_1037200	
PF3D7_1405200	PF3D7_1405200.1	PBANKA_1037000	
PF3D7_1405300	PF3D7_1405300.1	PBANKA_1036900	
PF3D7_1405400	PF3D7_1405400.1	PBANKA_1036800	
PF3D7_1405500	PF3D7_1405500.1	PBANKA_1036700	
PF3D7_1405600	PF3D7_1405600.1	PBANKA_1036600	
PF3D7_1405700	PF3D7_1405700.1	PBANKA_1036500	
PF3D7_1405800	PF3D7_1405800.1	PBANKA_1036400	
PF3D7_1405900	PF3D7_1405900.1	PBANKA_1036300	
PF3D7_1406000	PF3D7_1406000.1	PBANKA_1036200	
PF3D7_1406100	PF3D7_1406100.1	PBANKA_1036100	
PF3D7_1406200	PF3D7_1406200.1	PBANKA_1036000	
PF3D7_1406300	PF3D7_1406300.1	PBANKA_1035900	
PF3D7_1406400	PF3D7_1406400.1	PBANKA_1035800	
PF3D7_1406500	PF3D7_1406500.1	PBANKA_1035700	
PF3D7_1406600	PF3D7_1406600.1	PBANKA_1035600	
PF3D7_1406700	PF3D7_1406700.1	PBANKA_1035500	
PF3D7_1406800	PF3D7_1406800.1	PBANKA_1035400	
PF3D7_1406900	PF3D7_1406900.1	PBANKA_1035300	
PF3D7_1407000	PF3D7_1407000.1	PBANKA_1035200	
PF3D7_1407100	PF3D7_1407100.1	PBANKA_1035100	
PF3D7_1407200	PF3D7_1407200.1	PBANKA_1035000	
PF3D7_1407300	PF3D7_1407300.1	PBANKA_1034900	
PF3D7_1407400	PF3D7_1407400.1	PBANKA_1034800	
PF3D7_1407500	PF3D7_1407500.1	PBANKA_1034700	
PF3D7_1407700	PF3D7_1407700.1	PBANKA_1034500	
PF3D7_1407800	PF3D7_1407800.1	PBANKA_1034400	
PF3D7_1407900	PF3D7_1407900.1	PBANKA_1034400	
PF3D7_1408000	PF3D7_1408000.1	PBANKA_1034400	
PF3D7_1408100	PF3D7_1408100.1	PBANKA_1034400	
PF3D7_1408400	PF3D7_1408400.1	PBANKA_1034100	
PF3D7_1408500	PF3D7_1408500.1	PBANKA_1034000	
PF3D7_1408600	PF3D7_1408600.1	PBANKA_1033900	
PF3D7_1408700	PF3D7_1408700.1	PBANKA_1033800	
PF3D7_1408800	PF3D7_1408800.1	PBANKA_1033700	
PF3D7_1408900	PF3D7_1408900.1	PBANKA_1033600	
PF3D7_1409000	PF3D7_1409000.1	PBANKA_1033500	
PF3D7_1409100	PF3D7_1409100.1	PBANKA_1033400	
PF3D7_1409200	PF3D7_1409200.2	PBANKA_1033300	
PF3D7_1409200	PF3D7_1409200.1	PBANKA_1033300	
PF3D7_1409300	PF3D7_1409300.1	PBANKA_1033200	
PF3D7_1409400	PF3D7_1409400.1	PBANKA_1033100	
PF3D7_1409600	PF3D7_1409600.1	PBANKA_1032900	
PF3D7_1409700	PF3D7_1409700.1	PBANKA_1032800	
PF3D7_1409800	PF3D7_1409800.1	PBANKA_1032700	
PF3D7_1409900	PF3D7_1409900.1	PBANKA_1032600	
PF3D7_1410000	PF3D7_1410000.1	PBANKA_1032500	
PF3D7_1410100	PF3D7_1410100.1	PBANKA_1032400	
PF3D7_1410200	PF3D7_1410200.1	PBANKA_1032300	
PF3D7_1410400	PF3D7_1410400.1	PBANKA_1032100	
PF3D7_1410500	PF3D7_1410500.1	PBANKA_1032000	
PF3D7_1410600	PF3D7_1410600.1	PBANKA_1031900	
PF3D7_1410700	PF3D7_1410700.1	PBANKA_1031800	
PF3D7_1410800	PF3D7_1410800.1	PBANKA_1031700	
PF3D7_1410900	PF3D7_1410900.1	PBANKA_1031600	
PF3D7_1411000	PF3D7_1411000.1	PBANKA_1031500	
PF3D7_1411000	PF3D7_1411000.2	PBANKA_1031500	
PF3D7_1411100	PF3D7_1411100.1	PBANKA_1031400	
PF3D7_1411100	PF3D7_1411100.2	PBANKA_1031400	
PF3D7_1411200	PF3D7_1411200.1	PBANKA_1031300	
PF3D7_1411300	PF3D7_1411300.1	PBANKA_1031200	
PF3D7_1411400	PF3D7_1411400.1	PBANKA_1031100	
PF3D7_1411500	PF3D7_1411500.1	PBANKA_1031000	
PF3D7_1411600	PF3D7_1411600.1	PBANKA_1030900	
PF3D7_1411700	PF3D7_1411700.1	PBANKA_1030800	
